Type,Store ID,Name,Address,Opening Hour,Zip Code,City,Canton
MM-Migros,44900,Genève - Villereuse,"Rue de la Terrassière 29, 1207 Genève",,1207,Genève,Genève
M-Migros,33643,Gerlafingen,"Friedhofstrasse 1, 4563 Gerlafingen",,4563,Gerlafingen,Solothurn
M-Migros,123740,Giubiasco - Alle Bolle,"Via Bellinzona 33, 6512 Giubiasco",,6512,Giubiasco,Ticino
M-Migros,44300,Gland,"Rue de Mauverney 22, 1196 Gland",,1196,Gland,Vaud
MM-Migros,150064,Glarus - Zentrum Glärnisch,"Schweizerhofstrasse 6, 8750 Glarus",,8750,Glarus,Zürich
M-Migros,150056,Glattbrugg,"Wallisellerstrasse 8, 8152 Glattbrugg",,8152,Glattbrugg,Zürich
MMM-Migros,136401,Glis - Simplon,"Kantonsstrasse 58, 3902 Glis",,3902,Glis,Valais
M-Migros,90375,Goldach,"Ulrich-Rösch-Strasse 5, 9403 Goldach",,9403,Goldach,Zürich
M-Migros,73790,Goldau,"Parkstrasse 25, 6410 Goldau",,6410,Goldau,Schwyz
MM-Migros,90433,Gossau,"St. Gallerstrasse 115, 9200 Gossau SG",,9200,Gossau,Zürich
M-Migros,90313,Gossau - Stadtbühlpark,"Stadtbühlstrasse 12, 9200 Gossau SG",,9200,Gossau,Zürich
M-Migros,150182,Gossau ZH,"Im Zentrum 3, 8625 Gossau ZH",,8625,Gossau,Zürich
Migros-Partner,90736,Grabs,"Staatsstrasse 89, 9472 Grabs",,9472,Grabs,Zürich
M-Migros,44360,Gradelle,"Chemin de la Gradelle 10, 1224 Chêne-Bougeries",,1224,Chêne,Genève
M-Migros,123790,Grancia,"Via Cantonale 28, 6916 Grancia",,6916,Grancia,Ticino
MM-Migros,44550,Grand-Lancy - Palettes,"Av. des Communes-Réunies 52, 1212 Grand-Lancy",,1212,Grand,Genève
M-Migros,83760,Grande Béroche,"Rue de Combamare 21, 2025 Chez-Le-Bart",,2025,Chez,Neuchâtel
M-Migros,83860,Granges - Paccot,"Route d'Englisberg 15b, 1763 Granges-Paccot",,1763,Granges,Fribourg
M-Migros,150156,Greifensee,"Meierwis, 8606 Greifensee",,8606,Greifensee,Zürich
MM-Migros,34803,Grenchen,"Freiestrasse 10, 2540 Grenchen",,2540,Grenchen,Solothurn
MMM-Migros,84270,Gruyère-Centre,"Rue Château d'En-Bas 2, 1630 Bulle",,1630,Bulle,Fribourg
M-Migros,33953,Gränichen,"Lindenplatz 2, 5722 Gränichen",,5722,Gränichen,Aargau
MM-Migros,34490,Gstaad,"Untergstaadstrasse 3, 3780 Gstaad",,3780,Gstaad,Bern
M-Migros,33091,Gümligen,"Turbenweg 1, 3073 Gümligen",,3073,Gümligen,Bern
M-Migros,33360,Hasle Rüegsau,"Emmenau 3, 3415 Hasle-Rüegsau",,3415,Hasle,Bern
M-Migros,134250,Haute-Nendaz,"Lake Placid, rte des Ecluses 23, 1997 Haute-Nendaz",,1997,Haute,Valais
M-Migros,90317,Heiden,"Sonnentalstrasse 2, 9410 Heiden",,9410,Heiden,Zürich
M-Migros,33920,Heimberg,"Bernstrasse 223, 3627 Heimberg",,3627,Heimberg,Bern
MM-Migros,90436,Herisau,"Gartenstrasse 2, 9100 Herisau",,9100,Herisau,Zürich
M-Migros,90318,Herisau - Alpsteinstrasse,"Alpsteinstrasse 8b, 9100 Herisau",,9100,Herisau,Zürich
MM-Migros,34290,Herzogenbuchsee,"Bernstrasse 33, 3360 Herzogenbuchsee",,3360,Herzogenbuchsee,Bern
M-Migros,34520,Hilterfingen,"Staatsstrasse 16b, 3652 Hilterfingen",,3652,Hilterfingen,Bern
MM-Migros,34380,Hinterkappelen - Chappelemärit,"Kappelenring 2, 3032 Hinterkappelen",,3032,Hinterkappelen,Bern
MM-Migros,93650,Hinwil,"Bachtelstrasse 16, 8340 Hinwil",,8340,Hinwil,Zürich
M-Migros,93850,Hittnau,"Jakob Stutz-Strasse 75, 8335 Hittnau",,8335,Hittnau,Zürich
M-Migros,73880,Hitzkirch,"Richensee 2, 6285 Hitzkirch",,6285,Hitzkirch,Luzern
MM-Migros,74340,Hochdorf - Seetal-Center,"Hauptstrasse 5, 6280 Hochdorf",,6280,Hochdorf,Luzern
M-Migros,150181,Hombrechtikon,"Rütistrasse 16, 8634 Hombrechtikon",,8634,Hombrechtikon,Zürich
MM-Migros,150055,Horgen - Schinzenhof,"Alte Landstrasse 24, 8810 Horgen",,8810,Horgen,Zürich
M-Migros,90352,Horn,"Seestrasse 119, 9326 Horn",,9326,Horn,Zürich
M-Migros,73800,Horw,"Gemeindehausplatz 14+15, 6048 Horw",,6048,Horw,Lucerne
MM-Migros,34400,Huttwil,"Bernstrasse 6, 4950 Huttwil",,4950,Huttwil,Bern
MM-Migros,84210,Hôpital,"Rue de l'Hôpital 12, 2000 Neuchâtel",,2000,Neuchâtel,Neuchâtel
M-Migros,73940,Hünenberg Dorf,"Maihölzli 5, 6331 Hünenberg",,6331,Hünenberg,Luzern
M-Migros,33280,Hünibach,"Staatsstrasse 134, 3626 Hünibach",,3626,Hünibach,Bern
MMM-Migros,74370,Ibach-Schwyz - Mythen-Center,"Mythen-Centerstr. 18, 6438 Ibach",,6438,Ibach,Valais
MM-Migros,90467,Ilanz - Center Marcau,"Poststrasse 4, 7130 Ilanz",,7130,Ilanz,Graubünden
MM-Migros,34300,Interlaken,"Rugenparkstrasse 1, 3800 Interlaken",,3800,Interlaken,Bern
M-Migros,33270,Ipsach,"Dorfstrasse 1, 2563 Ipsach",,2563,Ipsach,Bern
MM-Migros,34510,Ittigen,"Talweg 6, 3063 Ittigen",,3063,Ittigen,Bern
M-Migros,150178,Jona - Stadttor,"Molkereistrasse 5, 8645 Jona",,8645,Jona,Zürich
Migros-Partner,150893,Kaltbrunn,"Uznacherstrasse 1, 8722 Kaltbrunn",,8722,Kaltbrunn,Zürich
M-Migros,83800,Kerzers,"Murtenstrasse 15, 3210 Kerzers",,3210,Kerzers,Fribourg
MM-Migros,33770,Kirchberg,"Solothurnstrasse 17a, 3422 Kirchberg BE",,3422,Kirchberg,Bern
M-Migros,90378,Kirchberg-Stelz,"Wilerstrasse 204, 9533 Kirchberg SG",,9533,Kirchberg,St. Gallen
MM-Migros,150067,Kloten,"Kirchgasse 5, 8302 Kloten",,8302,Kloten,Zürich
M-Migros,93860,Kollbrunn,"Tösstalstrasse 24, 8483 Kollbrunn",,8483,Kollbrunn,Zürich
MM-Migros,34190,Konolfingen,"Thunstrasse 17, 3510 Konolfingen",,3510,Konolfingen,Bern
M-Migros,90349,Kreuzlingen,"Hauptstrasse 63, 8280 Kreuzlingen",,8280,Kreuzlingen,Zürich
MM-Migros,90440,Kreuzlingen - Seepark,"Bleichestrasse 15, 8280 Kreuzlingen",,8280,Kreuzlingen,Zürich
MM-Migros,74360,Kriens - Hofmatt,"Luzernerstrasse 30, 6010 Kriens",,6010,Kriens,Aargau
M-Migros,73980,Kriens - Mattenhof,"Am Mattenhof 2, 6010 Kriens",,6010,Kriens,Aargau
MM-Migros,34240,Köniz - Bläuacker,"Bläuacker 10, 3098 Köniz",,3098,Köniz,Bern
M-Migros,150157,Küsnacht ZH,"Zürichstrasse 149, 8700 Küsnacht ZH",,8700,Küsnacht,Zürich
MM-Migros,73720,Küssnacht - Rigimärt,"Siegwartstrasse 11, 6403 Küssnacht am Rigi",,6403,Küssnacht,Luzern
M-Migros,83750,La Neuveville,"Chemin des Vergers 20, 2520 La Neuveville",,2520,La,Bern
M-Migros,83840,La Roche,"Haut de Scherwil 2, 1634 La Roche",,1634,La,Fribourg
M-Migros,63950,La Tour-de-Peilz,"Place des Anciens-Fossés 10B, 1814 La Tour-de-Peilz",,1814,La,Vaud
M-Migros,83970,La Tour-de-Trême Tivoli,"Rue de l'Ancien Comté 17b, 1635 La Tour-de-Trême",,1635,La,Fribourg
M-Migros,63850,La Vallée,"Rue de la Gare 7, 1347 Le Sentier",,1347,Le,Vaud
MM-Migros,150073,Lachen,"Feldstrasse 6, 8853 Lachen",,8853,Lachen,Schwyz
MM-Migros,44530,Lancy-Onex,"Rue des Bossons 78-80, 1213 Petit-Lancy",,1213,Petit,Genève
MM-Migros,90428,Landquart,"Bahnhofstrasse 54, 7302 Landquart",,7302,Landquart,Graubünden
MMM-Migros,34813,Langendorf - Ladedorf,"Fabrikstrasse 6, 4513 Langendorf",,4513,Langendorf,Solothurn
MM-Migros,34310,Langenthal,"Wiesenstrasse 28, 4900 Langenthal",,4900,Langenthal,Bern
M-Migros,150168,Langnau a. A.,"Hintere Grundstrasse 2, 8135 Langnau am Albis",,8135,Langnau,Zürich
MM-Migros,34460,Langnau i.E.,"Schlossstrasse 1a, 3550 Langnau i. E.",,3550,Langnau,Bern
MM-Migros,23230,Laufen - Birscenter,"Bahnhofstrasse 4, 4242 Laufen",,4242,Laufen,Basel-Landschaft
M-Migros,63880,Lausanne - Bellevaux,"Route Aloys-Fauquez 97, 1018 Lausanne",,1018,Lausanne,Vaud
MM-Migros,64570,Lausanne - Bergières,"Avenue des Bergières 50, 1004 Lausanne",,1004,Lausanne,Vaud
MM-Migros,64520,Lausanne - Chailly,"Avenue de la Vallonnette 2, 1012 Lausanne",,1012,Lausanne,Vaud
MM-Migros,64580,Lausanne - Closelet,"Avenue d'Ouchy 11, 1006 Lausanne",,1006,Lausanne,Vaud
M-Migros,63660,Lausanne - Cour,"Avenue de Cour 36, 1007 Lausanne",,1007,Lausanne,Vaud
M-Migros,63895,Lausanne - Flon Europe,"Place de l'Europe 8, 1003 Lausanne",,1003,Lausanne,Vaud
M-Migros,63865,Lausanne - La Borde,"Rue de la Borde 3B, 1018 Lausanne",,1018,Lausanne,Vaud
M-Migros,63710,Lausanne - La Harpe,"Avenue de la Harpe 17, 1007 Lausanne",,1007,Lausanne,Vaud
M-Migros,64340,Lausanne - La Sallaz,"Route de Berne 1, 1010 Lausanne",,1010,Lausanne,Vaud
MMM-Migros,64970,Lausanne - Métropole,"Rue des Terreaux 25, 1003 Lausanne",,1003,Lausanne,Vaud
M-Migros,63970,Lausanne - Saint-Paul,"Avenue d'Echallens 63, 1004 Lausanne",,1004,Lausanne,Vaud
M-Migros,63770,Lausanne - Sévelin,"Av. de Sévelin 2 Ab, 1007 Lausanne",,1007,Lausanne,Vaud
M-Migros,133760,Le Bouveret,"En Bellossy, 1897 Bouveret",,1897,Bouveret,Valais
Migros-Partner,137225,Le Châble,"Route de Verbier 15, 1934 Le Châble VS",,1934,Le,Valais
M-Migros,83880,Le Landeron,"Route de Neuchâtel 40, 2525 Le Landeron",,2525,Le,Neuchâtel
M-Migros,44370,Le Lignon,"Place du Lignon 29 A, 1219 Le Lignon",,1219,Le,Genève
MM-Migros,84280,Le Locle,"Rue Bournot 35, 2400 Le Locle",Geschlossen,2400,Le,Neuchâtel
MM-Migros,34243,Lenzburg,"Bachstrasse 15, 5600 Lenzburg",,5600,Lenzburg,Aargau
M-Migros,83930,Les Cadolles,"Rue du Plan 28, 2000 Neuchâtel",,2000,Neuchâtel,Neuchâtel
MM-Migros,84310,Les Eplatures,"Charles Naine 44, 2300 La Chaux-de-Fonds",,2300,La,Neuchâtel
Migros-Partner,137220,Leuk,"Konsumgenossenschaft, 3953 Leuk Stadt",,3953,Leuk,Valais
M-Migros,134230,Leukerbad,"Kantonstrasse, 3954 Leukerbad",,3954,Leukerbad,Valais
Migros-Partner,137285,Leytron,"Giro Union, 1912 Leytron",,1912,Leytron,Valais
MM-Migros,23080,Liestal,"Kasernenstrasse 8, 4410 Liestal",,4410,Liestal,Basel-Landschaft
MM-Migros,124240,Locarno,"Via Stefano Franscini 31, 6600 Locarno",,6600,Locarno,Ticino
M-Migros,123730,Locarno - Solduno,"Via A. Franzoni 43, 6604 Locarno",,6604,Locarno,Ticino
Migros Fachmarkt,126580,Losone,"Via dei Pioppi 2A, 6616 Losone",,6616,Losone,Ticino
M-Migros,33233,Lostorf,"Hauptstrasse 20, 4654 Lostorf",,4654,Lostorf,Solothurn
MMM-Migros,125010,Lugano - Città,"Via Pretorio 15, 6900 Lugano",,6900,Lugano,Ticino
M-Migros,123710,Lugano - Molino Nuovo,"Via Monte Boglia 5, 6900 Lugano",,6900,Lugano,Ticino
M-Migros,123660,Lugano - Paradiso,"Via Geretta, 6902 Lugano",,6902,Lugano,Ticino
M-Migros,33813,Lupfig,"Flachsacherstrasse 17, 5242 Lupfig",,5242,Lupfig,Aargau
M-Migros,63835,Lutry – La Conversion,"Route de la Conversion 314, 1093 La Conversion",,1093,La,Vaud
M-Migros,73840,Luzern - Allmend,"Zihlmattweg 46, 6005 Luzern",,6005,Luzern,Aargau
M-Migros,73230,Luzern - Bahnhof,"Zentralstrasse 1, 6003 Luzern",,6003,Luzern,Aargau
Daily,73150,Luzern - Bahnhof Daily,"Zentralstrasse 7, 6003 Luzern",,6003,Luzern,Aargau
M-Migros,73770,Luzern - Bruchstrasse,"Bruchstrasse 18, 6003 Luzern",,6003,Luzern,Aargau
M-Migros,73670,Luzern - Brüelstrasse,"Kreuzbuchstrasse 53, 6006 Luzern",,6006,Luzern,Aargau
M-Migros,73930,Luzern - Grossmatte,"Luzernerstrasse 143, 6014 Luzern",,6014,Luzern,Aargau
M-Migros,73140,Luzern - Schlossberg,"Friedentalstrasse 6, 6004 Luzern",,6004,Luzern,Aargau
MM-Migros,74380,Luzern - Schweizerhof,"Hertensteinstrasse 9, 6004 Luzern",,6004,Luzern,Aargau
MM-Migros,74260,Luzern - Schönbühl,"Langensandstr. 23, 6005 Luzern",,6005,Luzern,Aargau
M-Migros,73690,Luzern - Waldstätter,"Winkelriedstrasse 58, 6003 Luzern",,6003,Luzern,Aargau
M-Migros,73270,Luzern - Würzenbachstrasse,"Würzenbachstrasse 19, 6006 Luzern",,6006,Luzern,Aargau
MM-Migros,34420,Lyss Lyssbachpark,"Steinweg 28, 3250 Lyss",,3250,Lyss,Bern
M-Migros,44600,M-Express Pont-Rouge,"Esplanade de Pont-Rouge 2, 1212 Grand-Lancy",,1212,Grand,Genève
Migros-Partner,63122,MP La Sarraz,"Chemin des Prés-Morés 2, 1315 La Sarraz",,1315,La,Vaud
Migros-Partner,63132,MP Ouchy,"Avenue de Rhodanie 2, 1007 Lausanne",,1007,Lausanne,Vaud
M-Migros,123820,Maggia,"Via Cantonale, 6673 Maggia",,6673,Maggia,Ticino
M-Migros,73950,Malters,"Weihermatte 7a/7b, 6102 Malters",,6102,Malters,Luzern
M-Migros,84240,Marché FR,"Rue St-Pierre 2, 1700 Fribourg",,1700,Fribourg,Fribourg
MMM-Migros,84721,Marin Centre,"Rue Fleur-de-Lys 26, 2074 Marin-Epagnier",,2074,Marin,Neuchâtel
MM-Migros,83650,Marly,"Route des Pralettes 1, 1723 Marly",,1723,Marly,Fribourg
MMM-Migros,134550,Martigny - Manoir,"Rue du Manoir 1, 1920 Martigny",,1920,Martigny,Valais
M-Migros,136485,Martigny Avouillons,"Rue des Avouillons 8, 1920 Martigny",,1920,Martigny,Valais
Migros Fachmarkt,136450,Martigny Quartz Center,"Avenue de Fully 63, 1920 Martigny",,1920,Martigny,Valais
M-Migros,123720,Massagno - Radio,"Via Besso 74, 6900 Massagno",,6900,Massagno,Ticino
M-Migros,33790,Matten,"Aegertiweg 33, 3812 Wilderswil",,3812,Wilderswil,Bern
M-Migros,93830,Matzingen,"Frauenfelderstrasse 95, 9548 Matzingen",,9548,Matzingen,Thurgau
Migros-Partner,63145,Maupas,"Rue du Maupas 69, 1004 Lausanne",,1004,Lausanne,Vaud
MM-Migros,150063,Meilen,"Rosengartenstrasse 10, 8706 Meilen",,8706,Meilen,Zürich
MM-Migros,34470,Meiringen,"Bahnhofstrasse 1, 3860 Meiringen",,3860,Meiringen,Bern
M-Migros,123850,Melano,"Via Cantonale 89, 6818 Melano",,6818,Melano,Ticino
M-Migros,33380,Mellingen,"Lenzburgerstrasse 50, 5507 Mellingen",,5507,Mellingen,Aargau
MMM-Migros,90471,Mels - Pizolpark,"Grossfeldstrasse 56, 8879 Pizolpark (Mels)",,8879,Pizolpark,Zürich
M-Migros,123760,Mendrisio,"Via L. Lavizzari 2, Piazza alla Valle, 6850 Mendrisio",,6850,Mendrisio,Ticino
M-Migros,33963,Menziken,"Sagiweg 8, 5737 Menziken",,5737,Menziken,Aargau
MM-Migros,44410,Meyrin,"Avenue de Feuillasse 24, 1217 Meyrin",,1217,Meyrin,Genève
M-Migros,123650,Minusio - Centro Borenco,"Via S.Gottardo 56, 6648 Minusio",,6648,Minusio,Ticino
MM-Migros,64270,Montagny,"En Chamard, 1442 Montagny-près-Yverdon",,1442,Montagny,Vaud
MMM-Migros,134530,Monthey - M Central,"Avenue de la Gare 36, 1870 Monthey",,1870,Monthey,Valais
MM-Migros,64410,Montreux,"Place du Marché 6, 1820 Montreux",,1820,Montreux,Vaud
MM-Migros,84250,Morat,"Bernstrasse 18, 3280 Morat",,3280,Morat,Bern
MMM-Migros,124270,Morbio Inferiore - Serfontana,"Viale Serfontana 20, 6834 Morbio Inferiore",,6834,Morbio,Ticino
MM-Migros,64290,Morges,"Rue de la gare 19, 1110 Morges",,1110,Morges,Vaud
MM-Migros,64350,Moudon,"Avenue de la Grande Fin 1, 1510 Moudon",,1510,Moudon,Vaud
MM-Migros,24400,Moutier,"Rue de l'Ecluse 1, 2740 Moutier",,2740,Moutier,Bern
M-Migros,33873,Murgenthal,"Fahrackerstrasse 1, 4853 Murgenthal",,4853,Murgenthal,Aargau
MM-Migros,33934,Muri AG,"Kirchfeldstrasse 8, 5630 Muri AG",,5630,Muri,Aargau
M-Migros,23810,Muttenz - Lutzert,"Lutzertstrasse 40, 4132 Muttenz",,4132,Muttenz,Basel-Landschaft
MM-Migros,24380,Muttenz - Rothausstrasse,"Rothausstrasse 17, 4132 Muttenz",,4132,Muttenz,Basel-Landschaft
M-Migros,150197,Männedorf,"Alte Landstrasse 262, 8708 Männedorf",,8708,Männedorf,Zürich
MMM-Migros,84230,Métropole Centre MS,"Rue Daniel-Jeanrichard 23, 2300 La Chaux-de-Fonds",,2300,La,Neuchâtel
