Type,Store ID,Name,Address,Opening Hour,Zip Code,City,Canton,Longitude,Latitude
MM-Migros,74320,Wolhusen - Dorfmärt,"Entlebucherstr. 36, 6110 Wolhusen",,6110,Wolhusen,Luzern,8.0704621,47.0562294
M-Migros,150050,Wollerau Märt Roospark,"Roosstrasse 23, 8832 Wollerau",,8832,Wollerau,Schwyz,8.7217431,47.1919
MM-Migros,34340,Worb,"Richigenstrasse 1, 3076 Worb",,3076,Worb,Bern,7.5652112,46.9268126
M-Migros,73300,Wylpark Hergiswil,"Seestrasse 43, 6052 Hergiswil NW",,6052,Hergiswil,Nidwalden,8.3123934,46.9871367
MMM-Migros,150252,Wädenswil,"Oberdorfstrasse 27-31, 8820 Wädenswil",,8820,Wädenswil,Zürich,8.667711299999999,47.2292101
Migros Fachmarkt,150165,Wädenswil Zürisee Center,"Rütistrasse 1, 8820 Wädenswil",,8820,Wädenswil,Zürich,8.63663,47.23521
MMM-Migros,64950,Yverdon - Métropole,"Rue de Neuchâtel 3, 1400 Yverdon-les-Bains",,1400,Yverdon,Vaud,6.6358017,46.7814158
M-Migros,63750,Yverdon Sud,"Rue de Lausanne 10, 1400 Yverdon-les-Bains",,1400,Yverdon,Vaud,6.6504616,46.7665863
Migros-Partner,63100,Yvonand,"Rue des Vergers, 1462 Yvonand",,1462,Yvonand,Vaud,6.743169,46.7993082
M-Migros,73810,Zell,"Zelgmatte 2, 6144 Zell LU",,6144,Zell,Luzern,7.928467500000001,47.1371471
MM-Migros,134220,Zermatt,"Hofmattstrasse 12, 3920 Zermatt",,3920,Zermatt,Valais,7.7482835,46.0217657
MM-Migros,34363,Zofingen,"Aarburgerstrasse 5, 4800 Zofingen",,4800,Zofingen,Aargau,7.942337,47.2915
M-Migros,33200,Zollikofen,"Bernstrasse 103, 3052 Zollikofen",,3052,Zollikofen,Bern,7.4569869,46.993318
M-Migros,150177,Zollikon - Dorf,"Rotfluhstrasse 100, 8702 Zollikon",,8702,Zollikon,Zürich,8.5761609,47.3377418
Migros-Partner,29550,Zollweiden,"Baselstrasse 71, 4142 Münchenstein",,4142,Münchenstein,Basel-Landschaft,7.6177195,47.5228328
M-Migros,33863,Zuchwil,"Hauptstrasse 60-62, 4528 Zuchwil",,4528,Zuchwil,Solothurn,7.56039,47.203481
M-Migros,73190,Zug - Grabenstrasse,"Grabenstrasse 5, 6300 Zug",,6300,Zug,Luzern,8.515191399999999,47.16521789999999
MM-Migros,74330,Zug - Metalli,"Baarerstrasse 22, 6300 Zug",,6300,Zug,Luzern,8.5182469,47.1731163
M-Migros,73120,Zug Herti,"Hertizentrum 10, 6300 Zug",,6300,Zug,Luzern,8.5059051,47.1780321
MM-Migros,150190,Zumikon,"Dorfstrasse 17, 8126 Zumikon",,8126,Zumikon,Zürich,8.618935000000002,47.3365527
M-Migros,90391,Zuzwil,"Herbergstrasse 17, 9524 Zuzwil SG",,9524,Zuzwil,St. Gallen,9.1127377,47.4719171
M-Migros,34411,Zweisimmen,"Thunstrasse 11, 3770 Zweisimmen",,3770,Zweisimmen,Bern,7.3755387,46.5661479
MM-Migros,150015,Zürich - Affoltern,"Jonas-Furrer-Strasse 21, 8046 Zürich",,8046,Zürich,Zürich,8.5081698,47.42047710000001
MM-Migros,150193,Zürich - Airport,"Flughafen Zürich AG, 8058 Zürich - Flughafen",,8058,Zürich,Zürich,8.5505915,47.4618911
M-Migros,150327,Zürich - Albisriederplatz,"Badenerstrasse 376, 8004 Zürich",,8004,Zürich,Zürich,8.5087542,47.3791051
Voi,150814,Zürich - Albisriederstrasse,"Albisriederstrasse 253, 8047 Zürich",,8047,Zürich,Zürich,8.4938779,47.3783453
M-Migros,150360,Zürich - Altstetten M-Express,"Hohlstrasse 600, 8048 Zürich",,8048,Zürich,Zürich,8.4877977,47.3913612
MMM-Migros,150201,Zürich - Altstetten Neumarkt,"Altstetterstrasse 145, 8048 Zürich",,8048,Zürich,Zürich,8.486922,47.3881781
M-Migros,150303,Zürich - Bahnhof Enge,"Tessinerplatz 10, 8002 Zürich",,8002,Zürich,Zürich,8.5310291,47.36413049999999
MM-Migros,150665,Zürich - Brunaupark,"Giesshübelstrasse 65, 8045 Zürich",,8045,Zürich,Zürich,8.5177964,47.35826350000001
M-Migros,150117,Zürich - Burgwies,"Forchstrasse 260, 8008 Zürich",,8008,Zürich,Zürich,8.5716275,47.3576042
MMM-Migros,150202,Zürich - City,"Löwenstrasse 31-35, 8001 Zürich",,8001,Zürich,Zürich,8.5360797,47.37538319999999
M-Migros,150361,Zürich - HB Sihlquai,"Sihlpassage, 8004 Zürich",,8004,Zürich,Zürich,8.5230714,47.37494119999999
M-Migros,150184,Zürich - Hauptbahnhof,"Hauptbahnhof, 8001 Zürich",,8001,Zürich,Zürich,8.5391097,47.3779303
Migros,150013,Zürich - Herdern,"Pfingstweidstrasse 101, 8005 Zürich",,8005,Zürich,Zürich,8.508951999999999,47.3902225
M-Migros,150077,Zürich - Höngg,"Regensdorferstrasse 20, 8049 Zürich",,8049,Zürich,Zürich,8.497187199999999,47.4037537
M-Migros,150116,Zürich - Höschgasse,"Seefeldstrasse 111-113, 8008 Zürich",,8008,Zürich,Zürich,8.5541587,47.358365
MM-Migros,150009,Zürich - Kreuzplatz,"Kreuzplatz 20, 8008 Zürich",,8008,Zürich,Zürich,8.5537736,47.3645128
M-Migros,150183,Zürich - Leimbach Sihlbogen,"Leimbachstrasse 23, 8041 Zürich",,8041,Zürich,Zürich,8.518949,47.3360431
MMM-Migros,150018,Zürich - Limmatplatz,"Limmatstrasse 152, 8005 Zürich",,8005,Zürich,Zürich,8.531409199999999,47.38546299999999
MM-Migros,150017,Zürich - Oerlikon Neumarkt,"Hofwiesenstrasse 350-354, 8050 Zürich",,8050,Zürich,Zürich,8.5430437,47.4105054
M-Migros,150132,Zürich - Puls 5 M-Express,"Hardturmstrasse 11, 8005 Zürich",,8005,Zürich,Zürich,8.5184888,47.3913439
M-Migros,150122,Zürich - Pünt,"Albisriederstrasse 365, 8047 Zürich",,8047,Zürich,Zürich,8.485711199999999,47.37520869999999
M-Migros,150115,Zürich - Rigiplatz,"Winterthurerstrasse 2-4, 8006 Zürich",,8006,Zürich,Zürich,8.5486902,47.3860579
M-Migros,150312,Zürich - Schaffhauserplatz,"Schaffhauserstrasse 75, 8057 Zürich",,8057,Zürich,Zürich,8.5384811,47.3925426
M-Migros,150120,Zürich - Schmiede Wiedikon,"Birmensdorferstrasse 140, 8003 Zürich",,8003,Zürich,Zürich,8.520128399999999,47.3700773
M-Migros,150014,Zürich - Schwamendingen,"Winterthurerstrasse 524, 8051 Zürich",,8051,Zürich,Zürich,8.572517399999999,47.403942
MM-Migros,150020,Zürich - Seebach,"Schaffhauserstrasse 470, 8052 Zürich",,8052,Zürich,Zürich,8.5483282,47.4195302
M-Migros,150140,Zürich - ShopVilleMärt,"Shop Ville, 8001 Zürich",,8001,Zürich,Zürich,8.5401768,47.3779341
M-Migros,150007,Zürich - Stadelhofen,"Falkenstrasse 19 - 21, 8008 Zürich",,8008,Zürich,Zürich,8.5479668,47.3654461
M-Migros,150131,Zürich - Stockerstrasse M-Express,"Stockerstrasse 47, 8002 Zürich",,8002,Zürich,Zürich,8.5341709,47.3683421
M-Migros,150319,Zürich - Toblerplatz,"Toblerstrasse 73, 8044 Zürich",,8044,Zürich,Zürich,8.5593843,47.3793079
M-Migros,150010,Zürich - Wengihof,"Wengistrasse 7, 8004 Zürich",,8004,Zürich,Zürich,8.5230714,47.37494119999999
MM-Migros,150016,Zürich - Wiedikon M-Märt,"Birmensdorferstrasse 320, 8055 Zürich",,8055,Zürich,Zürich,8.508720799999999,47.3699559
M-Migros,150326,Zürich - Wipkingen,"Scheffelstrasse 3, 8037 Zürich",,8037,Zürich,Zürich,8.5292338,47.3937726
MM-Migros,150011,Zürich - Witikon-Zentrum,"Witikonerstrasse 293, 8053 Zürich",,8053,Zürich,Zürich,8.5856,47.35909299999999
MM-Migros,150008,Zürich - Wollishofen,"Etzelstrasse 3, 8038 Zürich",,8038,Zürich,Zürich,8.53,47.34472220000001
Migros-Supermarkt,93020,teo Bürglen,"Weinfelderstrasse 33a, 8575 Bürglen",,8575,Bürglen,Zürich,9.1457863,47.5529795
Migros-Supermarkt,150261,teo Dietlikon,"Brunnenwiesenstrasse 22, 8305 Dietlikon",,8305,Dietlikon,Zürich,8.620283299999999,47.4171213
Migros-Supermarkt,150260,teo Kloten,"Lindenstrasse 18, 8302 Kloten",,8302,Kloten,Zürich,8.584454899999999,47.44894619999999
Migros-Supermarkt,93010,teo Neuhegi,"Sulzerallee 54, 8404 Winterthur",,8404,Winterthur,Zürich,8.7632312,47.5021268
